Page: 1 of 25||||||||2020-03-03 23:26:13

||City and County of San Francisco␤March 3, 2020, Presidential Primary Election␤Preliminary Statement of the Vote - 4

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
Election Day|20|0||Election Day|56|48.70%|58|50.43%|1|0.87%||115
Total|47|0||Total|138|53.08%|121|46.54%|1|0.38%||260
Pct 9738||||Pct 9738
Vote by Mail|23|0||Vote by Mail|61|47.29%|68|52.71%|0|0.00%||129
Election Day|11|0||Election Day|25|47.17%|28|52.83%|0|0.00%||53
Total|34|0||Total|86|47.25%|96|52.75%|0|0.00%||182
Pct 9739||||Pct 9739
Vote by Mail|12|0||Vote by Mail|35|47.30%|39|52.70%|0|0.00%||74
Election Day|11|0||Election Day|23|29.87%|51|66.23%|3|3.90%||77
Total|23|0||Total|58|38.41%|90|59.60%|3|1.99%||151
Pct 9741||||Pct 9741
Vote by Mail|0|0||Vote by Mail|8|53.33%|7|46.67%|0|0.00%||15
Election Day|2|0||Election Day|4|50.00%|4|50.00%|0|0.00%||8
Total|2|0||Total|12|52.17%|11|47.83%|0|0.00%||23
Pct 9742||||Pct 9742
Vote by Mail|14|1||Vote by Mail|47|66.20%|24|33.80%|0|0.00%||71
Election Day|18|0||Election Day|41|51.25%|39|48.75%|0|0.00%||80
Total|32|1||Total|88|58.28%|63|41.72%|0|0.00%||151
Pct 9743||||Pct 9743
Vote by Mail|28|1||Vote by Mail|70|53.03%|62|46.97%|0|0.00%||132
Election Day|24|0||Election Day|65|44.52%|81|55.48%|0|0.00%||146
Total|52|1||Total|135|48.56%|143|51.44%|0|0.00%||278
Pct 9744||||Pct 9744
Vote by Mail|32|0||Vote by Mail|45|41.28%|64|58.72%|0|0.00%||109
Election Day|19|0||Election Day|42|41.18%|60|58.82%|0|0.00%||102
Total|51|0||Total|87|41.23%|124|58.77%|0|0.00%||211
Pct 9745||||Pct 9745
Vote by Mail|17|0||Vote by Mail|47|45.63%|56|54.37%|0|0.00%||103
Election Day|28|0||Election Day|43|43.00%|57|57.00%|0|0.00%||100
Total|45|0||Total|90|44.33%|113|55.67%|0|0.00%||203
Pct 9746||||Pct 9746
Vote by Mail|21|1||Vote by Mail|59|47.58%|65|52.42%|0|0.00%||124
Election Day|25|0||Election Day|60|64.52%|33|35.48%|0|0.00%||93
Total|46|1||Total|119|54.84%|98|45.16%|0|0.00%||217
Pct 9747||||Pct 9747
Vote by Mail|22|0||Vote by Mail|47|42.73%|63|57.27%|0|0.00%||110
Election Day|18|0||Election Day|55|43.31%|71|55.91%|1|0.79%||127
Total|40|0||Total|102|43.04%|134|56.54%|1|0.42%||237
Pct 9748||||Pct 9748
Vote by Mail|15|0||Vote by Mail|62|46.27%|72|53.73%|0|0.00%||134
Election Day|21|0||Election Day|52|54.74%|42|44.21%|1|1.05%||95
Total|36|0||Total|114|49.78%|114|49.78%|1|0.44%||229
Pct 9749||||Pct 9749
Vote by Mail|13|0||Vote by Mail|40|46.51%|46|53.49%|0|0.00%||86
Election Day|15|0||Election Day|24|25.81%|69|74.19%|0|0.00%||93
Total|28|0||Total|64|35.75%|115|64.25%|0|0.00%||179
Pct 9751||||Pct 9751
Vote by Mail|20|0||Vote by Mail|85|55.19%|69|44.81%|0|0.00%||154
Election Day|36|0||Election Day|55|47.83%|59|51.30%|1|0.87%||115
Total|56|0||Total|140|52.04%|128|47.58%|1|0.37%||269
Pct 9752||||Pct 9752
Vote by Mail|35|1||Vote by Mail|64|58.72%|45|41.28%|0|0.00%||109
Election Day|18|0||Election Day|31|34.44%|58|64.44%|1|1.11%||90
Total|53|1||Total|95|47.74%|103|51.76%|1|0.50%||199
Pct 9753||||Pct 9753
Vote by Mail|18|0||Vote by Mail|48|53.33%|42|46.67%|0|0.00%||90
Election Day|17|0||Election Day|39|36.79%|65|61.32%|2|1.89%||106
Total|35|0||Total|87|44.39%|107|54.59%|2|1.02%||196
Pct 9754||||Pct 9754
Vote by Mail|10|0||Vote by Mail|40|42.55%|54|57.45%|0|0.00%||94
Election Day|13|0||Election Day|41|41.00%|59|59.00%|0|0.00%||100
Total|23|0||Total|81|41.75%|113|58.25%|0|0.00%||194
Pct 9755||||Pct 9755
Vote by Mail|13|0||Vote by Mail|40|54.79%|33|45.21%|0|0.00%||73
Election Day|13|0||Election Day|47|54.65%|39|45.35%|0|0.00%||86
Total|26|0||Total|87|54.72%|72|45.28%|0|0.00%||159
Pct 9756||||Pct 9756
Vote by Mail|27|0||Vote by Mail|74|56.49%|57|43.51%|0|0.00%||131
Election Day|11|0||Election Day|44|46.32%|50|52.63%|1|1.05%||95
Total|38|0||Total|118|52.21%|107|47.35%|1|0.44%||226
Pct 9801||||Pct 9801
Vote by Mail|6|0||Vote by Mail|27|47.37%|30|52.63%|0|0.00%||57
Election Day|4|0||Election Day|18|37.50%|30|62.50%|0|0.00%||48
Total|10|0||Total|45|42.86%|60|57.14%|0|0.00%||105
Pct 9900 MB||||Pct 9900 MB
Vote by Mail|0|0||Vote by Mail|0||0||0|||0
Election Day|0|0||Election Day|0||0||0|||0
Total|0|0||Total|0||0||0|||0
Pct 9901 MB||||Pct 9901 MB
Vote by Mail|0|0||Vote by Mail|0||0||0|||0
Election Day|0|0||Election Day|0||0||0|||0
Total|0|0||Total|0||0||0|||0
Pct 9902 MB||||Pct 9902 MB
Vote by Mail|0|0||Vote by Mail|0||0||0|||0
Election Day|0|0||Election Day|0||0||0|||0
Total|0|0||Total|0||0||0|||0
Electionwide - Total|27082|140||Electionwide - Total|50760|43.24%|66211|56.41%|410|0.35%||117381
Cumulative||||Cumulative
Cumulative||||Cumulative
Vote by Mail|0|0||Vote by Mail|0||0||0|||0
Election Day|0|0||Election Day|0||0||0|||0
Total|0|0||Total|0||0||0|||0
Cumulative - Total|0|0||Cumulative - Total|0||0||0|||0
Countywide - Total|27082|140||Countywide - Total|50760|43.24%|66211|56.41%|410|0.35%||117381
Page: 19 of 25|||||||||||2020-03-03 23:26:13
Superior Court Judge Seat 21    

Precinct|Undervotes|Overvotes||Precinct|KULVINDAR "RANI" SINGH␤ ||CAROLYN GOLD␤ ||Write-in␤ |||Total Votes
Countywide||||Countywide
Electionwide||||Electionwide
Pct 1101||||Pct 1101
Vote by Mail|12|0||Vote by Mail|43|55.84%|34|44.16%|0|0.00%||77
Election Day|12|0||Election Day|22|45.83%|26|54.17%|0|0.00%||48
Total|24|0||Total|65|52.00%|60|48.00%|0|0.00%||125
Pct 1102||||Pct 1102
Vote by Mail|13|0||Vote by Mail|63|58.88%|44|41.12%|0|0.00%||107
Election Day|29|0||Election Day|56|43.41%|73|56.59%|0|0.00%||129
Total|42|0||Total|119|50.42%|117|49.58%|0|0.00%||236
Pct 1103||||Pct 1103
Vote by Mail|5|0||Vote by Mail|71|50.00%|71|50.00%|0|0.00%||142
Election Day|22|0||Election Day|56|46.67%|64|53.33%|0|0.00%||120
Total|27|0||Total|127|48.47%|135|51.53%|0|0.00%||262
Pct 1104/1105||||Pct 1104/1105
Vote by Mail|19|0||Vote by Mail|47|45.63%|56|54.37%|0|0.00%||103
Election Day|17|0||Election Day|42|41.18%|60|58.82%|0|0.00%||102
Total|36|0||Total|89|43.41%|116|56.59%|0|0.00%||205
Pct 1106||||Pct 1106
Vote by Mail|15|1||Vote by Mail|43|55.84%|34|44.16%|0|0.00%||77
Election Day|16|0||Election Day|31|38.75%|48|60.00%|1|1.25%||80
Total|31|1||Total|74|47.13%|82|52.23%|1|0.64%||157
Pct 1107||||Pct 1107
Vote by Mail|25|0||Vote by Mail|43|57.33%|32|42.67%|0|0.00%||75
Election Day|11|0||Election Day|29|44.62%|34|52.31%|2|3.08%||65
Total|36|0||Total|72|51.43%|66|47.14%|2|1.43%||140
Pct 1108||||Pct 1108
Vote by Mail|16|0||Vote by Mail|43|42.57%|58|57.43%|0|0.00%||101
Election Day|25|0||Election Day|41|46.07%|48|53.93%|0|0.00%||89
Total|41|0||Total|84|44.21%|106|55.79%|0|0.00%||190
Pct 1109||||Pct 1109
Vote by Mail|10|0||Vote by Mail|51|52.04%|47|47.96%|0|0.00%||98
Election Day|22|0||Election Day|29|38.67%|42|56.00%|4|5.33%||75
Total|32|0||Total|80|46.24%|89|51.45%|4|2.31%||173
Pct 1111||||Pct 1111
Vote by Mail|26|1||Vote by Mail|70|56.91%|53|43.09%|0|0.00%||123
Election Day|16|1||Election Day|42|41.58%|58|57.43%|1|0.99%||101
Total|42|2||Total|112|50.00%|111|49.55%|1|0.45%||224
Pct 1112||||Pct 1112
Vote by Mail|14|0||Vote by Mail|54|62.79%|32|37.21%|0|0.00%||86
Election Day|9|0||Election Day|24|35.82%|43|64.18%|0|0.00%||67
Total|23|0||Total|78|50.98%|75|49.02%|0|0.00%||153
Pct 1113||||Pct 1113
Vote by Mail|14|0||Vote by Mail|45|51.14%|43|48.86%|0|0.00%||88
Election Day|8|0||Election Day|21|36.84%|36|63.16%|0|0.00%||57
Total|22|0||Total|66|45.52%|79|54.48%|0|0.00%||145
Pct 1114||||Pct 1114
Vote by Mail|10|0||Vote by Mail|45|48.91%|47|51.09%|0|0.00%||92
Election Day|20|0||Election Day|31|40.26%|44|57.14%|2|2.60%||77
Total|30|0||Total|76|44.97%|91|53.85%|2|1.18%||169
Pct 1115||||Pct 1115
Vote by Mail|19|0||Vote by Mail|53|55.79%|42|44.21%|0|0.00%||95
Election Day|11|0||Election Day|28|37.84%|44|59.46%|2|2.70%||74
Total|30|0||Total|81|47.93%|86|50.89%|2|1.18%||169
Pct 1116||||Pct 1116
Vote by Mail|23|0||Vote by Mail|57|48.31%|61|51.69%|0|0.00%||118
Election Day|24|1||Election Day|43|46.24%|50|53.76%|0|0.00%||93
Total|47|1||Total|100|47.39%|111|52.61%|0|0.00%||211
Pct 1117||||Pct 1117
Vote by Mail|12|0||Vote by Mail|47|51.65%|44|48.35%|0|0.00%||91
Election Day|12|0||Election Day|21|35.59%|38|64.41%|0|0.00%||59
Total|24|0||Total|68|45.33%|82|54.67%|0|0.00%||150
Pct 1118||||Pct 1118
Vote by Mail|13|0||Vote by Mail|69|62.73%|41|37.27%|0|0.00%||110
Election Day|17|0||Election Day|34|40.96%|48|57.83%|1|1.20%||83
Total|30|0||Total|103|53.37%|89|46.11%|1|0.52%||193
Pct 1119||||Pct 1119
Vote by Mail|10|0||Vote by Mail|55|52.88%|49|47.12%|0|0.00%||104
Election Day|8|0||Election Day|22|33.85%|42|64.62%|1|1.54%||65
Total|18|0||Total|77|45.56%|91|53.85%|1|0.59%||169
Pct 1121||||Pct 1121
Vote by Mail|10|0||Vote by Mail|68|64.76%|37|35.24%|0|0.00%||105
Election Day|9|1||Election Day|33|46.48%|35|49.30%|3|4.23%||71
Total|19|1||Total|101|57.39%|72|40.91%|3|1.70%||176
Pct 1122||||Pct 1122
Vote by Mail|13|0||Vote by Mail|29|53.70%|25|46.30%|0|0.00%||54
Election Day|17|0||Election Day|28|52.83%|25|47.17%|0|0.00%||53
Total|30|0||Total|57|53.27%|50|46.73%|0|0.00%||107
Pct 1123||||Pct 1123
Vote by Mail|9|0||Vote by Mail|38|55.88%|30|44.12%|0|0.00%||68
Election Day|13|0||Election Day|26|34.21%|50|65.79%|0|0.00%||76
Total|22|0||Total|64|44.44%|80|55.56%|0|0.00%||144
Pct 1124||||Pct 1124
Vote by Mail|13|0||Vote by Mail|49|59.04%|34|40.96%|0|0.00%||83
Election Day|4|0||Election Day|25|36.76%|43|63.24%|0|0.00%||68
Total|17|0||Total|74|49.01%|77|50.99%|0|0.00%||151
Pct 1125||||Pct 1125
Vote by Mail|16|0||Vote by Mail|82|59.42%|56|40.58%|0|0.00%||138
Election Day|7|1||Election Day|17|29.82%|39|68.42%|1|1.75%||57
Total|23|1||Total|99|50.77%|95|48.72%|1|0.51%||195
Pct 1126||||Pct 1126
Vote by Mail|12|0||Vote by Mail|73|53.28%|64|46.72%|0|0.00%||137
Election Day|4|0||Election Day|28|43.75%|35|54.69%|1|1.56%||64
Total|16|0||Total|101|50.25%|99|49.25%|1|0.50%||201
Pct 1127||||Pct 1127
Vote by Mail|18|0||Vote by Mail|62|59.05%|43|40.95%|0|0.00%||105
Election Day|20|0||Election Day|30|37.97%|48|60.76%|1|1.27%||79
Total|38|0||Total|92|50.00%|91|49.46%|1|0.54%||184
Pct 1128||||Pct 1128
Vote by Mail|17|0||Vote by Mail|39|41.49%|55|58.51%|0|0.00%||94
Election Day|11|0||Election Day|19|39.58%|28|58.33%|1|2.08%||48
Total|28|0||Total|58|40.85%|83|58.45%|1|0.70%||142
Pct 1129||||Pct 1129
Vote by Mail|8|0||Vote by Mail|65|53.72%|56|46.28%|0|0.00%||121
Election Day|18|0||Election Day|27|30.00%|60|66.67%|3|3.33%||90
Total|26|0||Total|92|43.60%|116|54.98%|3|1.42%||211
Pct 1131||||Pct 1131
Vote by Mail|15|0||Vote by Mail|47|53.41%|41|46.59%|0|0.00%||88
Election Day|9|0||Election Day|28|54.90%|23|45.10%|0|0.00%||51
Total|24|0||Total|75|53.96%|64|46.04%|0|0.00%||139
Pct 1132||||Pct 1132
Vote by Mail|24|0||Vote by Mail|78|60.94%|50|39.06%|0|0.00%||128
Election Day|9|1||Election Day|22|44.90%|25|51.02%|2|4.08%||49
Total|33|1||Total|100|56.50%|75|42.37%|2|1.13%||177
Pct 1133||||Pct 1133
Vote by Mail|19|0||Vote by Mail|73|60.33%|48|39.67%|0|0.00%||121
Election Day|14|0||Election Day|43|71.67%|17|28.33%|0|0.00%||60
Total|33|0||Total|116|64.09%|65|35.91%|0|0.00%||181
Pct 1134||||Pct 1134
Vote by Mail|21|0||Vote by Mail|57|56.44%|44|43.56%|0|0.00%||101
Election Day|12|0||Election Day|22|32.35%|44|64.71%|2|2.94%||68
Total|33|0||Total|79|46.75%|88|52.07%|2|1.18%||169
Pct 1135||||Pct 1135
Vote by Mail|15|1||Vote by Mail|35|52.24%|32|47.76%|0|0.00%||67
Election Day|6|0||Election Day|19|43.18%|24|54.55%|1|2.27%||44
Total|21|1||Total|54|48.65%|56|50.45%|1|0.90%||111
Pct 1136||||Pct 1136
Vote by Mail|25|0||Vote by Mail|72|56.69%|55|43.31%|0|0.00%||127
Election Day|9|1||Election Day|25|37.31%|41|61.19%|1|1.49%||67
Total|34|1||Total|97|50.00%|96|49.48%|1|0.52%||194
Pct 1141||||Pct 1141
Vote by Mail|18|0||Vote by Mail|73|57.94%|53|42.06%|0|0.00%||126
Election Day|21|0||Election Day|34|33.33%|64|62.75%|4|3.92%||102
Total|39|0||Total|107|46.93%|117|51.32%|4|1.75%||228
Pct 1142||||Pct 1142
Vote by Mail|17|0||Vote by Mail|42|44.68%|52|55.32%|0|0.00%||94
Election Day|13|0||Election Day|21|28.38%|52|70.27%|1|1.35%||74
Total|30|0||Total|63|37.50%|104|61.90%|1|0.60%||168
Pct 1143||||Pct 1143
Vote by Mail|26|0||Vote by Mail|64|50.79%|62|49.21%|0|0.00%||126
Election Day|17|0||Election Day|34|35.42%|59|61.46%|3|3.13%||96
Total|43|0||Total|98|44.14%|121|54.50%|3|1.35%||222
Pct 1144||||Pct 1144
Vote by Mail|11|0||Vote by Mail|48|48.48%|51|51.52%|0|0.00%||99
Election Day|19|0||Election Day|37|36.27%|64|62.75%|1|0.98%||102
Total|30|0||Total|85|42.29%|115|57.21%|1|0.50%||201
Pct 1145||||Pct 1145
Vote by Mail|24|0||Vote by Mail|53|43.44%|69|56.56%|0|0.00%||122
Election Day|25|1||Election Day|27|30.68%|59|67.05%|2|2.27%||88
Total|49|1||Total|80|38.10%|128|60.95%|2|0.95%||210
Pct 1146||||Pct 1146
Vote by Mail|24|0||Vote by Mail|73|61.34%|46|38.66%|0|0.00%||119
Election Day|16|0||Election Day|26|27.96%|67|72.04%|0|0.00%||93
Total|40|0||Total|99|46.70%|113|53.30%|0|0.00%||212
Pct 1147||||Pct 1147
Vote by Mail|4|0||Vote by Mail|54|56.25%|42|43.75%|0|0.00%||96
Election Day|19|0||Election Day|28|31.82%|60|68.18%|0|0.00%||88
Total|23|0||Total|82|44.57%|102|55.43%|0|0.00%||184
Pct 1148||||Pct 1148
Vote by Mail|20|0||Vote by Mail|56|43.75%|72|56.25%|0|0.00%||128
Election Day|22|0||Election Day|30|31.91%|64|68.09%|0|0.00%||94
Total|42|0||Total|86|38.74%|136|61.26%|0|0.00%||222
Pct 1149||||Pct 1149
Vote by Mail|17|0||Vote by Mail|44|48.89%|46|51.11%|0|0.00%||90
Election Day|18|0||Election Day|39|39.00%|60|60.00%|1|1.00%||100
Total|35|0||Total|83|43.68%|106|55.79%|1|0.53%||190
Pct 1151 MB||||Pct 1151 MB
Vote by Mail|0|0||Vote by Mail|0||0||0|||0
Election Day|0|0||Election Day|0||0||0|||0
Total|0|0||Total|0||0||0|||0
Pct 1152||||Pct 1152
Vote by Mail|17|0||Vote by Mail|47|49.47%|48|50.53%|0|0.00%||95
Election Day|10|0||Election Day|28|37.33%|47|62.67%|0|0.00%||75
Total|27|0||Total|75|44.12%|95|55.88%|0|0.00%||170
Pct 1153||||Pct 1153
Vote by Mail|26|1||Vote by Mail|57|65.52%|30|34.48%|0|0.00%||87
Election Day|28|0||Election Day|46|52.27%|42|47.73%|0|0.00%||88
Total|54|1||Total|103|58.86%|72|41.14%|0|0.00%||175
Pct 1154 MB||||Pct 1154 MB
Vote by Mail|0|0||Vote by Mail|0||0||0|||0
Election Day|0|0||Election Day|0||0||0|||0
Total|0|0||Total|0||0||0|||0
Pct 7001||||Pct 7001
Vote by Mail|22|0||Vote by Mail|48|53.33%|42|46.67%|0|0.00%||90
Election Day|20|0||Election Day|28|34.57%|53|65.43%|0|0.00%||81
Total|42|0||Total|76|44.44%|95|55.56%|0|0.00%||171
Pct 7002||||Pct 7002
Vote by Mail|18|0||Vote by Mail|34|53.97%|29|46.03%|0|0.00%||63
Election Day|12|0||Election Day|29|38.16%|47|61.84%|0|0.00%||76
Total|30|0||Total|63|45.32%|76|54.68%|0|0.00%||139
Pct 7003||||Pct 7003
Vote by Mail|13|0||Vote by Mail|69|51.49%|65|48.51%|0|0.00%||134
Election Day|26|0||Election Day|53|44.92%|62|52.54%|3|2.54%||118
Total|39|0||Total|122|48.41%|127|50.40%|3|1.19%||252
Pct 7004||||Pct 7004
Vote by Mail|27|0||Vote by Mail|68|57.14%|51|42.86%|0|0.00%||119
Election Day|41|0||Election Day|58|57.43%|42|41.58%|1|0.99%||101
Total|68|0||Total|126|57.27%|93|42.27%|1|0.45%||220
Pct 7005||||Pct 7005
Vote by Mail|16|0||Vote by Mail|61|48.41%|65|51.59%|0|0.00%||126
Election Day|34|0||Election Day|55|42.97%|73|57.03%|0|0.00%||128
Total|50|0||Total|116|45.67%|138|54.33%|0|0.00%||254
Pct 7006||||Pct 7006
Vote by Mail|17|1||Vote by Mail|46|45.54%|55|54.46%|0|0.00%||101
Election Day|28|0||Election Day|33|27.27%|87|71.90%|1|0.83%||121
Total|45|1||Total|79|35.59%|142|63.96%|1|0.45%||222
Pct 7007||||Pct 7007
Vote by Mail|26|0||Vote by Mail|70|58.82%|49|41.18%|0|0.00%||119
Election Day|36|0||Election Day|66|50.00%|66|50.00%|0|0.00%||132
Total|62|0||Total|136|54.18%|115|45.82%|0|0.00%||251
Pct 7008||||Pct 7008
Vote by Mail|34|0||Vote by Mail|68|56.67%|52|43.33%|0|0.00%||120
Election Day|42|0||Election Day|55|37.41%|90|61.22%|2|1.36%||147
Total|76|0||Total|123|46.07%|142|53.18%|2|0.75%||267
Pct 7009||||Pct 7009
Vote by Mail|24|0||Vote by Mail|59|50.43%|58|49.57%|0|0.00%||117
Election Day|20|0||Election Day|31|43.66%|40|56.34%|0|0.00%||71
Total|44|0||Total|90|47.87%|98|52.13%|0|0.00%||188
Pct 7011||||Pct 7011
Vote by Mail|12|0||Vote by Mail|21|38.89%|33|61.11%|0|0.00%||54
Election Day|9|0||Election Day|44|56.41%|34|43.59%|0|0.00%||78
Total|21|0||Total|65|49.24%|67|50.76%|0|0.00%||132
Pct 7012||||Pct 7012
Vote by Mail|30|0||Vote by Mail|71|43.83%|91|56.17%|0|0.00%||162
Election Day|35|0||Election Day|74|44.05%|92|54.76%|2|1.19%||168
Total|65|0||Total|145|43.94%|183|55.45%|2|0.61%||330
Pct 7013||||Pct 7013
Vote by Mail|12|0||Vote by Mail|54|49.09%|56|50.91%|0|0.00%||110
Election Day|42|0||Election Day|41|37.61%|68|62.39%|0|0.00%||109
Total|54|0||Total|95|43.38%|124|56.62%|0|0.00%||219
Pct 7014||||Pct 7014
Vote by Mail|16|0||Vote by Mail|44|59.46%|30|40.54%|0|0.00%||74
Election Day|30|0||Election Day|30|37.04%|50|61.73%|1|1.23%||81
Total|46|0||Total|74|47.74%|80|51.61%|1|0.65%||155
Pct 7015 MB||||Pct 7015 MB
Vote by Mail|3|0||Vote by Mail|2|20.00%|8|80.00%|0|0.00%||10
Election Day|0|0||Election Day|0||0||0|||0
Total|3|0||Total|2|20.00%|8|80.00%|0|0.00%||10
Pct 7016||||Pct 7016
Vote by Mail|11|0||Vote by Mail|34|45.95%|40|54.05%|0|0.00%||74
Election Day|14|0||Election Day|17|27.87%|41|67.21%|3|4.92%||61
Total|25|0||Total|51|37.78%|81|60.00%|3|2.22%||135
Pct 7017||||Pct 7017
Vote by Mail|8|0||Vote by Mail|17|38.64%|27|61.36%|0|0.00%||44
Election Day|19|0||Election Day|6|17.65%|27|79.41%|1|2.94%||34
Total|27|0||Total|23|29.49%|54|69.23%|1|1.28%||78
Pct 7018||||Pct 7018
Vote by Mail|33|0||Vote by Mail|60|61.86%|37|38.14%|0|0.00%||97
Election Day|13|0||Election Day|14|32.56%|29|67.44%|0|0.00%||43
Total|46|0||Total|74|52.86%|66|47.14%|0|0.00%||140
Pct 7019||||Pct 7019
Vote by Mail|18|2||Vote by Mail|58|52.73%|52|47.27%|0|0.00%||110
Election Day|13|0||Election Day|25|41.67%|35|58.33%|0|0.00%||60
Total|31|2||Total|83|48.82%|87|51.18%|0|0.00%||170
Pct 7021||||Pct 7021
Vote by Mail|16|0||Vote by Mail|24|38.71%|38|61.29%|0|0.00%||62
Election Day|19|0||Election Day|20|22.99%|64|73.56%|3|3.45%||87
Total|35|0||Total|44|29.53%|102|68.46%|3|2.01%||149
Pct 7022||||Pct 7022
Vote by Mail|8|0||Vote by Mail|55|54.46%|46|45.54%|0|0.00%||101
Election Day|4|0||Election Day|19|38.00%|31|62.00%|0|0.00%||50
Total|12|0||Total|74|49.01%|77|50.99%|0|0.00%||151
Pct 7023||||Pct 7023
Vote by Mail|20|0||Vote by Mail|63|51.64%|59|48.36%|0|0.00%||122
Election Day|7|0||Election Day|23|35.94%|41|64.06%|0|0.00%||64
Total|27|0||Total|86|46.24%|100|53.76%|0|0.00%||186
Pct 7024||||Pct 7024
Vote by Mail|0|0||Vote by Mail|10|40.00%|15|60.00%|0|0.00%||25
Election Day|7|0||Election Day|1|7.69%|11|84.62%|1|7.69%||13
Total|7|0||Total|11|28.95%|26|68.42%|1|2.63%||38
Pct 7025||||Pct 7025
Vote by Mail|7|0||Vote by Mail|14|41.18%|20|58.82%|0|0.00%||34
Election Day|4|0||Election Day|9|25.71%|25|71.43%|1|2.86%||35
Total|11|0||Total|23|33.33%|45|65.22%|1|1.45%||69
Pct 7026||||Pct 7026
Vote by Mail|24|0||Vote by Mail|56|49.56%|57|50.44%|0|0.00%||113
Election Day|11|1||Election Day|27|45.00%|31|51.67%|2|3.33%||60
Total|35|1||Total|83|47.98%|88|50.87%|2|1.16%||173
Pct 7027||||Pct 7027
Vote by Mail|18|0||Vote by Mail|42|53.85%|36|46.15%|0|0.00%||78
Election Day|15|0||Election Day|29|35.80%|51|62.96%|1|1.23%||81
Total|33|0||Total|71|44.65%|87|54.72%|1|0.63%||159
Pct 7028||||Pct 7028
Vote by Mail|7|0||Vote by Mail|47|60.26%|31|39.74%|0|0.00%||78
Election Day|23|0||Election Day|30|40.54%|44|59.46%|0|0.00%||74
Total|30|0||Total|77|50.66%|75|49.34%|0|0.00%||152
Pct 7029||||Pct 7029
Vote by Mail|11|0||Vote by Mail|28|40.58%|41|59.42%|0|0.00%||69
Election Day|6|0||Election Day|14|42.42%|18|54.55%|1|3.03%||33
Total|17|0||Total|42|41.18%|59|57.84%|1|0.98%||102
Pct 7030||||Pct 7030
Vote by Mail|26|1||Vote by Mail|57|56.44%|44|43.56%|0|0.00%||101
Election Day|6|0||Election Day|26|50.00%|23|44.23%|3|5.77%||52
Total|32|1||Total|83|54.25%|67|43.79%|3|1.96%||153
Pct 7031||||Pct 7031
Vote by Mail|18|0||Vote by Mail|44|43.56%|57|56.44%|0|0.00%||101
Election Day|13|0||Election Day|17|48.57%|18|51.43%|0|0.00%||35
Total|31|0||Total|61|44.85%|75|55.15%|0|0.00%||136
Pct 7032||||Pct 7032
Vote by Mail|22|0||Vote by Mail|37|41.11%|53|58.89%|0|0.00%||90
Election Day|7|0||Election Day|11|25.00%|33|75.00%|0|0.00%||44
Total|29|0||Total|48|35.82%|86|64.18%|0|0.00%||134
Pct 7033||||Pct 7033
Vote by Mail|9|0||Vote by Mail|33|37.93%|54|62.07%|0|0.00%||87
Election Day|15|0||Election Day|19|26.76%|52|73.24%|0|0.00%||71
Total|24|0||Total|52|32.91%|106|67.09%|0|0.00%||158
Pct 7034||||Pct 7034
Vote by Mail|11|0||Vote by Mail|12|29.27%|29|70.73%|0|0.00%||41
Election Day|17|0||Election Day|12|30.00%|28|70.00%|0|0.00%||40
Total|28|0||Total|24|29.63%|57|70.37%|0|0.00%||81
Pct 7035||||Pct 7035
Vote by Mail|10|0||Vote by Mail|39|51.32%|37|48.68%|0|0.00%||76
Election Day|11|0||Election Day|11|26.83%|29|70.73%|1|2.44%||41
Total|21|0||Total|50|42.74%|66|56.41%|1|0.85%||117
Pct 7036||||Pct 7036
Vote by Mail|16|1||Vote by Mail|53|58.24%|38|41.76%|0|0.00%||91
Election Day|1|0||Election Day|14|36.84%|24|63.16%|0|0.00%||38
Total|17|1||Total|67|51.94%|62|48.06%|0|0.00%||129
Pct 7037||||Pct 7037
Vote by Mail|3|0||Vote by Mail|13|46.43%|15|53.57%|0|0.00%||28
Election Day|13|0||Election Day|7|28.00%|18|72.00%|0|0.00%||25
Total|16|0||Total|20|37.74%|33|62.26%|0|0.00%||53
Pct 7038||||Pct 7038
Vote by Mail|33|1||Vote by Mail|51|45.95%|60|54.05%|0|0.00%||111
Election Day|9|0||Election Day|20|40.82%|29|59.18%|0|0.00%||49
Total|42|1||Total|71|44.38%|89|55.63%|0|0.00%||160
Pct 7039||||Pct 7039
Vote by Mail|28|0||Vote by Mail|34|43.59%|44|56.41%|0|0.00%||78
Election Day|18|0||Election Day|39|45.35%|46|53.49%|1|1.16%||86
Total|46|0||Total|73|44.51%|90|54.88%|1|0.61%||164
Pct 7041 MB||||Pct 7041 MB
Vote by Mail|3|0||Vote by Mail|8|80.00%|2|20.00%|0|0.00%||10
Election Day|0|0||Election Day|0||0||0|||0
Total|3|0||Total|8|80.00%|2|20.00%|0|0.00%||10
Pct 7042||||Pct 7042
Vote by Mail|19|0||Vote by Mail|32|46.38%|37|53.62%|0|0.00%||69
Election Day|8|0||Election Day|19|38.00%|31|62.00%|0|0.00%||50
Total|27|0||Total|51|42.86%|68|57.14%|0|0.00%||119
Pct 7043||||Pct 7043
Vote by Mail|12|0||Vote by Mail|46|44.23%|58|55.77%|0|0.00%||104
Election Day|9|0||Election Day|19|27.54%|50|72.46%|0|0.00%||69
Total|21|0||Total|65|37.57%|108|62.43%|0|0.00%||173
Pct 7044||||Pct 7044
Vote by Mail|2|0||Vote by Mail|40|61.54%|25|38.46%|0|0.00%||65
